captured_at,source,frame_index,plc_time,key_switch_on,direction_handle,direction_name,master_handle,master_name,traction_percent,brake_percent,emergency_brake_pressed,door_open_left,door_open_right,door_close_left,door_close_right,mode_upgrade_confirm,mode_downgrade_confirm,confirm_pressed,ato_start_pressed,plc_speed_raw_word,interval_ms,raw_hex
2026-07-13T03:26:58.459+00:00,live,1,2026-07-13 11:36:37,True,0,ZERO,0,COAST,0,0,False,False,False,False,False,False,False,False,False,0,,55 aa 55 aa 2e 00 16 00 ea 07 07 00 0d 00 0b 00 24 00 25 00 01 00 72 a9 20 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00
2026-07-13T03:26:58.538+00:00,live,2,2026-07-13 11:36:38,True,0,ZERO,0,COAST,0,0,False,False,False,False,False,False,False,False,False,0,78.0,55 aa 55 aa 2e 00 16 00 ea 07 07 00 0d 00 0b 00 24 00 26 00 01 00 72 a9 20 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00
2026-07-13T03:26:58.644+00:00,live,3,2026-07-13 11:36:38,True,0,ZERO,0,COAST,0,0,False,False,False,False,False,False,False,False,False,0,94.0,55 aa 55 aa 2e 00 16 00 ea 07 07 00 0d 00 0b 00 24 00 26 00 01 00 72 a9 20 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00
2026-07-13T03:26:58.739+00:00,live,4,2026-07-13 11:36:38,True,0,ZERO,0,COAST,0,0,False,False,False,False,False,False,False,False,False,0,109.0,55 aa 55 aa 2e 00 16 00 ea 07 07 00 0d 00 0b 00 24 00 26 00 01 00 72 a9 20 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00
2026-07-13T03:26:58.831+00:00,live,5,2026-07-13 11:36:38,True,0,ZERO,0,COAST,0,0,False,False,False,False,False,False,False,False,False,0,78.0,55 aa 55 aa 2e 00 16 00 ea 07 07 00 0d 00 0b 00 24 00 26 00 01 00 72 a9 20 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00
2026-07-13T03:26:58.940+00:00,live,6,2026-07-13 11:36:38,True,0,ZERO,0,COAST,0,0,False,False,False,False,False,False,False,False,False,0,110.0,55 aa 55 aa 2e 00 16 00 ea 07 07 00 0d 00 0b 00 24 00 26 00 01 00 72 a9 20 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00
2026-07-13T03:26:59.046+00:00,live,7,2026-07-13 11:36:38,True,0,ZERO,0,COAST,0,0,False,False,False,False,False,False,False,False,False,0,109.0,55 aa 55 aa 2e 00 16 00 ea 07 07 00 0d 00 0b 00 24 00 26 00 01 00 72 a9 20 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00
2026-07-13T03:26:59.143+00:00,live,8,2026-07-13 11:36:38,True,0,ZERO,0,COAST,0,0,False,False,False,False,False,False,False,False,False,0,94.0,55 aa 55 aa 2e 00 16 00 ea 07 07 00 0d 00 0b 00 24 00 26 00 01 00 72 a9 20 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00
2026-07-13T03:26:59.239+00:00,live,9,2026-07-13 11:36:38,True,0,ZERO,0,COAST,0,0,False,False,False,False,False,False,False,False,False,0,109.0,55 aa 55 aa 2e 00 16 00 ea 07 07 00 0d 00 0b 00 24 00 26 00 01 00 72 a9 20 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00
2026-07-13T03:26:59.349+00:00,live,10,2026-07-13 11:36:38,True,0,ZERO,0,COAST,0,0,False,False,False,False,False,False,False,False,False,0,109.0,55 aa 55 aa 2e 00 16 00 ea 07 07 00 0d 00 0b 00 24 00 26 00 01 00 72 a9 20 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00
